id,text_snippet,labels,preprocessed_text
911,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
912,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorz offer better automation solution soc certified team concerned compliance
913,"The analytics looks great, but the pricing model is too high.",['Pricing Discussion'],analytics look great pricing model high
914,"The remote monitoring looks great, but the subscription cost is too high.",['Pricing Discussion'],remote monitoring look great subscription cost high
915,"We like your product, but TechCorp offers better data pipeline. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better data pipeline solution encryption team concerned compliance
916,"The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",analytics look great subscription cost high solution privacy policy team concerned compliance
917,"We like your product, but TechCorp offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better ai engine solution data compliance team concerned compliance
918,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
919,"We like your product, but TechCorp offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product techcorp offer better remote monitoring im sure remote monitoring solves use case still evaluating
920,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
921,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
922,"We like your product, but MediPlus offers better data pipeline. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product mediplus offer better data pipeline im sure data pipeline solves use case still evaluating
923,"We like your product, but MediPlus offers better analytics. The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product mediplus offer better analytics remote monitoring look great pricing model high solution data compliance team concerned compliance
924,"The data pipeline looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great discount high solution soc certified team concerned compliance
925,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
926,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product techcorp offer better automation automation look great discount high solution soc certified team concerned compliance
927,"We like your product, but MediPlus offers better automation.",['Competition'],like product mediplus offer better automation
928,"We like your product, but CompetitorZ offers better data pipeline. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorz offer better data pipeline im sure ai engine solves use case still evaluating
929,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
930,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure analytics solves use case still evaluating
931,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
932,"We like your product, but MediPlus offers better data pipeline. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security']",like product mediplus offer better data pipeline solution encryption team concerned compliance
933,"The remote monitoring looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",remote monitoring look great budget high solution encryption team concerned compliance im sure ai engine solves use case still evaluating
934,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
935,"We like your product, but CompetitorZ offers better remote monitoring.",['Competition'],like product competitorz offer better remote monitoring
936,"The analytics looks great, but the subscription cost is too high.",['Pricing Discussion'],analytics look great subscription cost high
937,"We like your product, but MediPlus offers better data pipeline. The analytics looks great, but the budget is too high.","['Competition', 'Pricing Discussion']",like product mediplus offer better data pipeline analytics look great budget high
938,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure remote monitoring solves use case still evaluating
939,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better ai engine data pipeline look great subscription cost high
940,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
941,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
942,"The remote monitoring looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great discount high im sure remote monitoring solves use case still evaluating
943,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
944,"We like your product, but TechCorp offers better data pipeline. The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline remote monitoring look great discount high im sure data pipeline solves use case still evaluating
945,"We like your product, but CompetitorX offers better data pipeline. The remote monitoring looks great, but the budget is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better data pipeline remote monitoring look great budget high
946,"We like your product, but CompetitorY offers better analytics. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better analytics im sure ai engine solves use case still evaluating
947,"The data pipeline looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great discount high im sure ai engine solves use case still evaluating
948,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
949,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better automation solution data compliance team concerned compliance
950,"We like your product, but CompetitorX offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorx offer better automation im sure analytics solves use case still evaluating
951,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline automation look great pricing model high im sure data pipeline solves use case still evaluating
952,"We like your product, but CompetitorY offers better automation.",['Competition'],like product competitory offer better automation
953,"We like your product, but CompetitorX offers better analytics. The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorx offer better analytics ai engine look great subscription cost high solution soc certified team concerned compliance
954,"We like your product, but CompetitorX offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitorx offer better analytics automation look great subscription cost high solution encryption team concerned compliance im sure ai engine solves use case still evaluating
955,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",ai engine look great pricing model high im sure ai engine solves use case still evaluating
956,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
957,"We like your product, but CompetitorX offers better data pipeline. The automation looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better data pipeline automation look great subscription cost high
958,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
959,"We like your product, but TechCorp offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better ai engine solution soc certified team concerned compliance im sure ai engine solves use case still evaluating
960,"We like your product, but MediPlus offers better remote monitoring. The analytics looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product mediplus offer better remote monitoring analytics look great budget high im sure ai engine solves use case still evaluating
961,"The data pipeline looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great discount high solution privacy policy team concerned compliance
962,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitorx offer better remote monitoring data pipeline look great subscription cost high solution privacy policy team concerned compliance im sure automation solves use case still evaluating
963,"The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",data pipeline look great budget high solution encryption team concerned compliance im sure data pipeline solves use case still evaluating
964,"We like your product, but CompetitorX offers better remote monitoring. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorx offer better remote monitoring im sure analytics solves use case still evaluating
965,"We like your product, but CompetitorY offers better data pipeline. The remote monitoring looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product competitory offer better data pipeline remote monitoring look great subscription cost high
966,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
967,"The AI engine looks great, but the discount is too high.",['Pricing Discussion'],ai engine look great discount high
968,"We like your product, but CompetitorY offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product competitory offer better data pipeline solution soc certified team concerned compliance im sure remote monitoring solves use case still evaluating
969,"We like your product, but CompetitorY offers better data pipeline. The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitory offer better data pipeline data pipeline look great budget high solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
970,"The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great discount high im sure data pipeline solves use case still evaluating
971,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better remote monitoring analytics look great subscription cost high
972,"The analytics looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great pricing model high im sure remote monitoring solves use case still evaluating
973,"We like your product, but TechCorp offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product techcorp offer better remote monitoring remote monitoring look great pricing model high im sure remote monitoring solves use case still evaluating
974,"We like your product, but TechCorp offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better analytics solution soc certified team concerned compliance im sure ai engine solves use case still evaluating
975,"We like your product, but CompetitorZ offers better AI engine. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorz offer better ai engine automation look great budget high solution data compliance team concerned compliance
976,"We like your product, but TechCorp offers better AI engine.",['Competition'],like product techcorp offer better ai engine
977,"The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",remote monitoring look great budget high solution data compliance team concerned compliance
978,"We like your product, but TechCorp offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better remote monitoring solution data compliance team concerned compliance im sure automation solves use case still evaluating
979,"The AI engine looks great, but the discount is too high.",['Pricing Discussion'],ai engine look great discount high
980,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
981,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
982,"We like your product, but MediPlus offers better AI engine.",['Competition'],like product mediplus offer better ai engine
983,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",data pipeline look great pricing model high solution encryption team concerned compliance im sure analytics solves use case still evaluating
984,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
985,"We like your product, but TechCorp offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better remote monitoring solution soc certified team concerned compliance
986,"We like your product, but TechCorp offers better data pipeline.",['Competition'],like product techcorp offer better data pipeline
987,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great subscription cost high im sure remote monitoring solves use case still evaluating
988,"The automation looks great, but the pricing model is too high.",['Pricing Discussion'],automation look great pricing model high
989,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure analytics solves use case still evaluating
990,"We like your product, but CompetitorY offers better data pipeline. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better data pipeline im sure analytics solves use case still evaluating
991,"We like your product, but TechCorp offers better AI engine.",['Competition'],like product techcorp offer better ai engine
992,"The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",analytics look great subscription cost high solution encryption team concerned compliance
993,"We like your product, but MediPlus offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security']",like product mediplus offer better remote monitoring solution privacy policy team concerned compliance
994,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorx offer better automation ai engine look great pricing model high solution encryption team concerned compliance
995,"We like your product, but CompetitorY offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security']",like product competitory offer better remote monitoring solution encryption team concerned compliance
996,"We like your product, but CompetitorY offers better data pipeline.",['Competition'],like product competitory offer better data pipeline
997,"The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",analytics look great subscription cost high solution privacy policy team concerned compliance im sure ai engine solves use case still evaluating
998,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
999,"The remote monitoring looks great, but the discount is too high.",['Pricing Discussion'],remote monitoring look great discount high
1000,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
1001,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
1002,"The AI engine looks great, but the discount is too high.",['Pricing Discussion'],ai engine look great discount high
1003,"The analytics looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great budget high im sure automation solves use case still evaluating
1004,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
1005,"We like your product, but CompetitorY offers better AI engine.",['Competition'],like product competitory offer better ai engine
1006,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitorz offer better ai engine analytics look great budget high solution soc certified team concerned compliance im sure remote monitoring solves use case still evaluating
1007,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great subscription cost high im sure data pipeline solves use case still evaluating
1008,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product techcorp offer better analytics analytics look great subscription cost high solution soc certified team concerned compliance
1009,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
1010,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",ai engine look great discount high solution privacy policy team concerned compliance
1011,"The automation looks great, but the discount is too high.",['Pricing Discussion'],automation look great discount high
1012,"We like your product, but CompetitorZ offers better analytics. The automation looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorz offer better analytics automation look great pricing model high solution data compliance team concerned compliance
1013,"We like your product, but MediPlus offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product mediplus offer better remote monitoring im sure remote monitoring solves use case still evaluating
1014,"The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",analytics look great budget high solution encryption team concerned compliance
1015,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better remote monitoring im sure ai engine solves use case still evaluating
1016,"We like your product, but TechCorp offers better analytics.",['Competition'],like product techcorp offer better analytics
1017,"The analytics looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great subscription cost high im sure analytics solves use case still evaluating
1018,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the budget is too high.","['Competition', 'Pricing Discussion']",like product competitorz offer better automation analytics look great budget high
1019,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",analytics look great discount high solution data compliance team concerned compliance
1020,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline data pipeline look great budget high solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
1021,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better automation solution data compliance team concerned compliance im sure data pipeline solves use case still evaluating
1022,"The data pipeline looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great discount high solution soc certified team concerned compliance
1023,"We like your product, but CompetitorY offers better AI engine. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better ai engine im sure ai engine solves use case still evaluating
1024,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
1025,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
1026,"We like your product, but CompetitorZ offers better automation. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorz offer better automation im sure automation solves use case still evaluating
1027,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure analytics solves use case still evaluating
1028,"The automation looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",automation look great pricing model high im sure ai engine solves use case still evaluating
1029,"We like your product, but CompetitorX offers better AI engine.",['Competition'],like product competitorx offer better ai engine
1030,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great pricing model high im sure ai engine solves use case still evaluating
1031,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
1032,"We like your product, but CompetitorX offers better automation. The data pipeline looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better automation data pipeline look great pricing model high
1033,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure data pipeline solves use case still evaluating
1034,"We like your product, but CompetitorY offers better data pipeline. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitory offer better data pipeline remote monitoring look great subscription cost high solution privacy policy team concerned compliance im sure data pipeline solves use case still evaluating
1035,"We like your product, but MediPlus offers better AI engine.",['Competition'],like product mediplus offer better ai engine
1036,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
1037,"We like your product, but CompetitorY offers better AI engine. The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitory offer better ai engine remote monitoring look great pricing model high solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
1038,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
1039,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline ai engine look great pricing model high im sure automation solves use case still evaluating
1040,"We like your product, but MediPlus offers better analytics.",['Competition'],like product mediplus offer better analytics
1041,"We like your product, but MediPlus offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product mediplus offer better ai engine solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
1042,"We like your product, but CompetitorX offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorx offer better remote monitoring im sure remote monitoring solves use case still evaluating
1043,"The data pipeline looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great pricing model high im sure ai engine solves use case still evaluating
1044,"We like your product, but CompetitorX offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorx offer better ai engine solution soc certified team concerned compliance
1045,"The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great discount high im sure ai engine solves use case still evaluating
1046,Is your solution encryption? Our team is concerned about compliance.,['Security'],solution encryption team concerned compliance
1047,"The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",remote monitoring look great budget high solution soc certified team concerned compliance im sure data pipeline solves use case still evaluating
1048,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
1049,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorz offer better ai engine analytics look great budget high solution encryption team concerned compliance
1050,"The data pipeline looks great, but the discount is too high.",['Pricing Discussion'],data pipeline look great discount high
1051,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
1052,"The analytics looks great, but the subscription cost is too high.",['Pricing Discussion'],analytics look great subscription cost high
1053,"We like your product, but TechCorp offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better ai engine solution privacy policy team concerned compliance im sure data pipeline solves use case still evaluating
1054,"We like your product, but MediPlus offers better automation. The automation looks great, but the discount is too high.","['Competition', 'Pricing Discussion']",like product mediplus offer better automation automation look great discount high
1055,"We like your product, but TechCorp offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product techcorp offer better analytics automation look great subscription cost high solution data compliance team concerned compliance im sure data pipeline solves use case still evaluating
1056,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better ai engine ai engine look great pricing model high
1057,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorx offer better ai engine ai engine look great subscription cost high im sure remote monitoring solves use case still evaluating
1058,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
1059,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure data pipeline solves use case still evaluating
1060,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product mediplus offer better remote monitoring solution soc certified team concerned compliance
1061,"We like your product, but MediPlus offers better data pipeline.",['Competition'],like product mediplus offer better data pipeline
1062,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product mediplus offer better ai engine solution data compliance team concerned compliance im sure automation solves use case still evaluating
1063,"We like your product, but TechCorp offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better data pipeline solution data compliance team concerned compliance
1064,"We like your product, but MediPlus offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product mediplus offer better remote monitoring solution data compliance team concerned compliance
1065,"We like your product, but CompetitorY offers better analytics. The data pipeline looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product competitory offer better analytics data pipeline look great subscription cost high
1066,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
1067,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitory offer better analytics automation look great budget high solution privacy policy team concerned compliance
1068,"The remote monitoring looks great, but the budget is too high.",['Pricing Discussion'],remote monitoring look great budget high
1069,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure remote monitoring solves use case still evaluating
1070,"The AI engine looks great, but the budget is too high.",['Pricing Discussion'],ai engine look great budget high
1071,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great subscription cost high im sure data pipeline solves use case still evaluating
1072,"The data pipeline looks great, but the budget is too high.",['Pricing Discussion'],data pipeline look great budget high
