id,text_snippet,labels
920,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
921,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
922,"We like your product, but MediPlus offers better data pipeline. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
923,"We like your product, but MediPlus offers better analytics. The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
924,"The data pipeline looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
925,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
926,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
927,"We like your product, but MediPlus offers better automation.",Competition
928,"We like your product, but CompetitorZ offers better data pipeline. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
929,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
930,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
931,Is your solution data compliance? Our team is concerned about compliance.,Security
932,"We like your product, but MediPlus offers better data pipeline. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
933,"The remote monitoring looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
934,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
935,"We like your product, but CompetitorZ offers better remote monitoring.",Competition
936,"The analytics looks great, but the subscription cost is too high.",Pricing Discussion
937,"We like your product, but MediPlus offers better data pipeline. The analytics looks great, but the budget is too high.","Competition, Pricing Discussion"
938,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
939,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
940,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
941,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
942,"The remote monitoring looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
943,Is your solution data compliance? Our team is concerned about compliance.,Security
944,"We like your product, but TechCorp offers better data pipeline. The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
945,"We like your product, but CompetitorX offers better data pipeline. The remote monitoring looks great, but the budget is too high.","Competition, Pricing Discussion"
946,"We like your product, but CompetitorY offers better analytics. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
947,"The data pipeline looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
948,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
949,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
950,"We like your product, but CompetitorX offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
951,"We like your product, but TechCorp offers better data pipeline. The automation looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
952,"We like your product, but CompetitorY offers better automation.",Competition
953,"We like your product, but CompetitorX offers better analytics. The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
954,"We like your product, but CompetitorX offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
955,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
956,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
957,"We like your product, but CompetitorX offers better data pipeline. The automation looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
958,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
959,"We like your product, but TechCorp offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
960,"We like your product, but MediPlus offers better remote monitoring. The analytics looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
961,"The data pipeline looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
962,"We like your product, but CompetitorX offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
963,"The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
964,"We like your product, but CompetitorX offers better remote monitoring. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
965,"We like your product, but CompetitorY offers better data pipeline. The remote monitoring looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
966,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
967,"The AI engine looks great, but the discount is too high.",Pricing Discussion
968,"We like your product, but CompetitorY offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
969,"We like your product, but CompetitorY offers better data pipeline. The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
970,"The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
971,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
972,"The analytics looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
973,"We like your product, but TechCorp offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
974,"We like your product, but TechCorp offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
975,"We like your product, but CompetitorZ offers better AI engine. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
976,"We like your product, but TechCorp offers better AI engine.",Competition
977,"The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
978,"We like your product, but TechCorp offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
979,"The AI engine looks great, but the discount is too high.",Pricing Discussion
980,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
981,Is your solution data compliance? Our team is concerned about compliance.,Security
982,"We like your product, but MediPlus offers better AI engine.",Competition
983,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
984,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
985,"We like your product, but TechCorp offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
986,"We like your product, but TechCorp offers better data pipeline.",Competition
987,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
988,"The automation looks great, but the pricing model is too high.",Pricing Discussion
989,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
990,"We like your product, but CompetitorY offers better data pipeline. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
991,"We like your product, but TechCorp offers better AI engine.",Competition
992,"The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
993,"We like your product, but MediPlus offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
994,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
995,"We like your product, but CompetitorY offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
996,"We like your product, but CompetitorY offers better data pipeline.",Competition
997,"The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
998,Is your solution data compliance? Our team is concerned about compliance.,Security
999,"The remote monitoring looks great, but the discount is too high.",Pricing Discussion
1000,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1001,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1002,"The AI engine looks great, but the discount is too high.",Pricing Discussion
1003,"The analytics looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1004,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
1005,"We like your product, but CompetitorY offers better AI engine.",Competition
1006,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1007,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1008,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1009,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1010,"The AI engine looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
1011,"The automation looks great, but the discount is too high.",Pricing Discussion
1012,"We like your product, but CompetitorZ offers better analytics. The automation looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1013,"We like your product, but MediPlus offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection"
1014,"The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
1015,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
1016,"We like your product, but TechCorp offers better analytics.",Competition
1017,"The analytics looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1018,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the budget is too high.","Competition, Pricing Discussion"
1019,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
1020,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1021,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
1022,"The data pipeline looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
1023,"We like your product, but CompetitorY offers better AI engine. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
1024,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
1025,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
1026,"We like your product, but CompetitorZ offers better automation. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
1027,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1028,"The automation looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1029,"We like your product, but CompetitorX offers better AI engine.",Competition
1030,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1031,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
1032,"We like your product, but CompetitorX offers better automation. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
1033,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
1034,"We like your product, but CompetitorY offers better data pipeline. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1035,"We like your product, but MediPlus offers better AI engine.",Competition
1036,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
1037,"We like your product, but CompetitorY offers better AI engine. The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1038,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1039,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1040,"We like your product, but MediPlus offers better analytics.",Competition
1041,"We like your product, but MediPlus offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
1042,"We like your product, but CompetitorX offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection"
1043,"The data pipeline looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1044,"We like your product, but CompetitorX offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
1045,"The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1046,Is your solution encryption? Our team is concerned about compliance.,Security
1047,"The remote monitoring looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
1048,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1049,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1050,"The data pipeline looks great, but the discount is too high.",Pricing Discussion
1051,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
1052,"The analytics looks great, but the subscription cost is too high.",Pricing Discussion
1053,"We like your product, but TechCorp offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
1054,"We like your product, but MediPlus offers better automation. The automation looks great, but the discount is too high.","Competition, Pricing Discussion"
1055,"We like your product, but TechCorp offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1056,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the pricing model is too high.","Competition, Pricing Discussion"
1057,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1058,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1059,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
1060,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
1061,"We like your product, but MediPlus offers better data pipeline.",Competition
1062,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
1063,"We like your product, but TechCorp offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
1064,"We like your product, but MediPlus offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
1065,"We like your product, but CompetitorY offers better analytics. The data pipeline looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
1066,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
1067,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1068,"The remote monitoring looks great, but the budget is too high.",Pricing Discussion
1069,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1070,"The AI engine looks great, but the budget is too high.",Pricing Discussion
1071,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1072,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
1073,"We like your product, but TechCorp offers better AI engine. The data pipeline looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1074,"We like your product, but MediPlus offers better remote monitoring. The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1075,"We like your product, but CompetitorX offers better remote monitoring. The AI engine looks great, but the budget is too high.","Competition, Pricing Discussion"
1076,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1077,"We like your product, but CompetitorX offers better AI engine. The automation looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1078,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
1079,"We like your product, but CompetitorX offers better AI engine. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
1080,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1081,"The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
1082,"We like your product, but CompetitorZ offers better remote monitoring. The data pipeline looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1083,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
1084,"We like your product, but CompetitorX offers better remote monitoring.",Competition
1085,"The analytics looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1086,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1087,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1088,"The analytics looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1089,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
1090,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1091,"We like your product, but TechCorp offers better analytics. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
1092,"The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
1093,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
1094,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1095,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
1096,"We like your product, but MediPlus offers better analytics. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
1097,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1098,"We like your product, but CompetitorZ offers better automation. The data pipeline looks great, but the pricing model is too high.","Competition, Pricing Discussion"
1099,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
1100,Is your solution data compliance? Our team is concerned about compliance.,Security
1101,Is your solution privacy policy? Our team is concerned about compliance.,Security
1102,"We like your product, but MediPlus offers better remote monitoring. The AI engine looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1103,"We like your product, but TechCorp offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
1104,"We like your product, but MediPlus offers better analytics. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
1105,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
1106,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
1107,"We like your product, but CompetitorX offers better automation.",Competition
1108,"The analytics looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
1109,"We like your product, but CompetitorX offers better data pipeline. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
1110,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
1111,"We like your product, but CompetitorY offers better data pipeline.",Competition
1112,"We like your product, but CompetitorY offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
1113,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1114,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
1115,"We like your product, but CompetitorX offers better analytics. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
1116,"The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
1117,"The analytics looks great, but the discount is too high.",Pricing Discussion
1118,"We like your product, but CompetitorY offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
1119,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1120,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1121,"We like your product, but MediPlus offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
1122,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1123,"The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
1124,"We like your product, but CompetitorX offers better AI engine. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
1125,"We like your product, but CompetitorY offers better data pipeline. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1126,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the discount is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1127,"We like your product, but CompetitorZ offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
1128,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1129,"We like your product, but CompetitorX offers better data pipeline. The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1130,"We like your product, but CompetitorY offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
1131,"The remote monitoring looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1132,"The AI engine looks great, but the discount is too high.",Pricing Discussion
1133,Is your solution encryption? Our team is concerned about compliance.,Security
1134,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1135,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1136,"We like your product, but CompetitorZ offers better automation. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
1137,"We like your product, but TechCorp offers better automation.",Competition
1138,"The automation looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
1139,"The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
1140,Is your solution encryption? Our team is concerned about compliance.,Security
1141,"We like your product, but CompetitorX offers better analytics. The analytics looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
1142,"We like your product, but CompetitorZ offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
1143,"The analytics looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
1144,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
1145,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
1146,"The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
1147,"We like your product, but TechCorp offers better AI engine. The AI engine looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
1148,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1149,"We like your product, but CompetitorY offers better remote monitoring.",Competition
1150,"The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
1151,"The analytics looks great, but the discount is too high.",Pricing Discussion
1152,"We like your product, but CompetitorZ offers better remote monitoring.",Competition
1153,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
1154,"We like your product, but TechCorp offers better remote monitoring. The analytics looks great, but the discount is too high.","Competition, Pricing Discussion"
1155,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
1156,"We like your product, but CompetitorX offers better AI engine. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
1157,"We like your product, but TechCorp offers better analytics.",Competition
1158,"The remote monitoring looks great, but the subscription cost is too high.",Pricing Discussion
1159,"We like your product, but CompetitorZ offers better AI engine. The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
1160,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
1161,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
1162,"The AI engine looks great, but the budget is too high.",Pricing Discussion
1163,"We like your product, but CompetitorZ offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
1164,Is your solution privacy policy? Our team is concerned about compliance.,Security
