id,text_snippet,labels,extracted_entities
861,"We like your product, but CompetitorY offers better data pipeline. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['remote monitoring', 'automation', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['data compliance'], 'other_entities': []}"
862,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
863,"The data pipeline looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
864,"We like your product, but TechCorp offers better remote monitoring. The analytics looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
865,I’m not sure if automation solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
866,"We like your product, but TechCorp offers better automation. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['TechCorp'], 'features': ['AI engine', 'automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
867,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the subscription cost is too high.","Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
868,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['remote monitoring', 'automation', 'data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
869,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': ['data compliance'], 'other_entities': []}"
870,"The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['budget'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
871,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
872,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the subscription cost is too high.",rand,"{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
873,"We like your product, but TechCorp offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.",rand,"{'competitors': ['TechCorp'], 'features': ['remote monitoring', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['encryption'], 'other_entities': []}"
874,"We like your product, but MediPlus offers better remote monitoring. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['MediPlus'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
875,"We like your product, but CompetitorZ offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorZ'], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
876,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'remote monitoring', 'AI engine'], 'pricing_keywords': ['budget'], 'security_keywords': ['encryption'], 'other_entities': []}"
877,"The data pipeline looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
878,"The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': ['data compliance'], 'other_entities': []}"
879,"We like your product, but MediPlus offers better automation. The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['automation'], 'pricing_keywords': ['budget'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
880,"The automation looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
881,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the pricing model is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['analytics', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
882,"We like your product, but CompetitorX offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
883,"We like your product, but MediPlus offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['MediPlus'], 'features': ['AI engine', 'automation'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
884,"We like your product, but TechCorp offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Competition","{'competitors': ['TechCorp'], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
885,"The automation looks great, but the budget is too high.",Pricing Discussion,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
886,"We like your product, but CompetitorX offers better data pipeline. The automation looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['remote monitoring', 'automation', 'data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
887,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
888,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['analytics', 'AI engine', 'automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
889,I’m not sure if AI engine solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
890,"We like your product, but CompetitorX offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorX'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
891,"We like your product, but CompetitorY offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorY'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
892,"We like your product, but CompetitorX offers better analytics.",Competition,"{'competitors': ['CompetitorX'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
893,Is your solution encryption? Our team is concerned about compliance.,rand,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
894,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
895,I’m not sure if automation solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
896,Is your solution SOC2 certified? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
897,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['data compliance'], 'other_entities': []}"
898,"The data pipeline looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
899,"The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
900,"The analytics looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
901,I’m not sure if data pipeline solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
902,"We like your product, but TechCorp offers better remote monitoring. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['TechCorp'], 'features': ['remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
903,"We like your product, but MediPlus offers better data pipeline. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['MediPlus'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
904,"We like your product, but CompetitorX offers better automation. Is your solution privacy policy? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorX'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
905,"We like your product, but CompetitorX offers better analytics. The analytics looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
906,Is your solution SOC2 certified? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
907,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
908,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
909,"We like your product, but CompetitorY offers better analytics. The analytics looks great, but the budget is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
910,"The remote monitoring looks great, but the subscription cost is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
911,"The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['budget'], 'security_keywords': ['encryption'], 'other_entities': []}"
912,Is your solution data compliance? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
913,"We like your product, but TechCorp offers better automation. I’m not sure if remote monitoring solves our use case. We’re still evaluating.",rand,"{'competitors': ['TechCorp'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
914,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
915,"The automation looks great, but the budget is too high.",Pricing Discussion,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
916,"The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['discount'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
917,"We like your product, but CompetitorZ offers better remote monitoring.",Competition,"{'competitors': ['CompetitorZ'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
918,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
919,"We like your product, but CompetitorY offers better remote monitoring. The automation looks great, but the pricing model is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
920,"We like your product, but TechCorp offers better automation. The automation looks great, but the pricing model is too high.",rand,"{'competitors': ['TechCorp'], 'features': ['automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
921,Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
922,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
923,"The data pipeline looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
924,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
925,Is your solution SOC2 certified? Our team is concerned about compliance.,rand,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
926,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
927,"The automation looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
928,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
929,"We like your product, but CompetitorZ offers better analytics. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorZ'], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
930,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
931,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
932,"We like your product, but CompetitorZ offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorZ'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
933,"The data pipeline looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
934,"We like your product, but CompetitorY offers better data pipeline. I’m not sure if automation solves our use case. We’re still evaluating.",rand,"{'competitors': ['CompetitorY'], 'features': ['automation', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
935,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
936,"The analytics looks great, but the discount is too high.",Pricing Discussion,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
937,"The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
938,"We like your product, but CompetitorY offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorY'], 'features': ['remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
939,"The AI engine looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
940,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,rand,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
941,"We like your product, but CompetitorX offers better automation. The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorX'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
942,"We like your product, but MediPlus offers better analytics. The data pipeline looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['analytics', 'automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
943,Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
944,"The data pipeline looks great, but the budget is too high.",Pricing Discussion,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
945,"We like your product, but CompetitorY offers better AI engine. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorY'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
946,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition","{'competitors': ['MediPlus'], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
947,Is your solution data compliance? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
948,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
949,"We like your product, but CompetitorY offers better automation. Is your solution encryption? Our team is concerned about compliance.","Security, Competition","{'competitors': ['CompetitorY'], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
950,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
951,"The remote monitoring looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
952,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring', 'automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
953,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
954,"The automation looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
955,Is your solution encryption? Our team is concerned about compliance.,rand,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
956,Is your solution privacy policy? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
957,"The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
958,"The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
959,"The automation looks great, but the subscription cost is too high.",rand,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': ['subscription cost'], 'security_keywords': [], 'other_entities': []}"
960,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
961,"The data pipeline looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['automation', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
962,"We like your product, but CompetitorY offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorY'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': [], 'security_keywords': ['data compliance'], 'other_entities': []}"
963,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
964,Is your solution SOC2 certified? Our team is concerned about compliance.,Security,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
965,"The remote monitoring looks great, but the budget is too high.",rand,"{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
966,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['remote monitoring', 'automation', 'data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
967,I’m not sure if automation solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
968,"We like your product, but CompetitorZ offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.",rand,"{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
969,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring'], 'pricing_keywords': ['discount'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
970,"The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['budget'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
971,"We like your product, but CompetitorZ offers better remote monitoring. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorZ'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
972,"The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['data compliance'], 'other_entities': []}"
